Index,DS,LKMM Prod (ns),User Cons (ns),User Prod (ns),LKMM Cons (ns),E2E (ns),Tput (Mop/s),Relay %
4734,CK Ring SPSC,90,121,107,46,364,2.75,100
4735,CK Ring SPSC,77,131,99,55,362,2.76,100
4736,CK Ring SPSC,82,110,75,51,318,3.14,100
4737,CK Ring SPSC,89,107,79,56,331,3.02,100
4738,CK Ring SPSC,96,159,119,52,426,2.35,100
4739,CK Ring SPSC,98,115,100,63,376,2.66,100
4740,CK Ring SPSC,77,109,84,56,326,3.07,100
4741,CK Ring SPSC,82,120,79,54,335,2.99,100
4742,CK Ring SPSC,107,114,80,57,358,2.79,100
4743,CK Ring SPSC,88,127,82,56,353,2.83,100
4744,CK Ring SPSC,94,128,80,51,353,2.83,100
4745,CK Ring SPSC,106,114,75,55,350,2.86,100
4746,CK Ring SPSC,81,115,81,52,329,3.04,100
4747,CK Ring SPSC,89,112,75,54,330,3.03,100
4748,CK Ring SPSC,82,119,87,58,346,2.89,100
4749,CK Ring SPSC,84,124,96,50,354,2.82,100
4750,CK Ring SPSC,75,118,98,64,355,2.82,100
4751,CK Ring SPSC,85,111,120,39,355,2.82,100
4752,CK Ring SPSC,119,118,89,45,371,2.70,100
4753,CK Ring SPSC,89,121,91,41,342,2.92,100
4754,CK Ring SPSC,82,118,91,69,360,2.78,100
4755,CK Ring SPSC,109,118,114,58,399,2.51,100
4756,CK Ring SPSC,94,110,79,46,329,3.04,100
4757,CK Ring SPSC,125,113,87,74,399,2.51,100
4758,CK Ring SPSC,90,115,94,45,344,2.91,100
4759,CK Ring SPSC,89,111,65,55,320,3.12,100
4760,CK Ring SPSC,77,118,96,44,335,2.99,100
4761,CK Ring SPSC,85,116,79,58,338,2.96,100
4762,CK Ring SPSC,101,113,117,69,400,2.50,100
4763,CK Ring SPSC,80,106,81,49,316,3.16,100
4764,CK Ring SPSC,79,115,119,57,370,2.70,100
4765,CK Ring SPSC,90,122,72,54,338,2.96,100
4766,CK Ring SPSC,76,113,70,54,313,3.19,100
4767,CK Ring SPSC,83,127,108,56,374,2.67,100
4768,CK Ring SPSC,84,111,83,55,333,3.00,100
4769,CK Ring SPSC,78,123,92,58,351,2.85,100
4770,CK Ring SPSC,78,126,83,53,340,2.94,100
4771,CK Ring SPSC,79,108,88,59,334,2.99,100
4772,CK Ring SPSC,77,111,97,57,342,2.92,100
4773,CK Ring SPSC,79,114,95,55,343,2.92,100
4774,CK Ring SPSC,92,112,92,53,349,2.87,100
4775,CK Ring SPSC,78,109,104,43,334,2.99,100
4776,CK Ring SPSC,76,114,82,57,329,3.04,100
4777,CK Ring SPSC,79,118,100,56,353,2.83,100
4778,CK Ring SPSC,78,106,82,54,320,3.12,100
4779,CK Ring SPSC,86,116,75,51,328,3.05,100
4780,CK Ring SPSC,79,118,88,55,340,2.94,100
4781,CK Ring SPSC,77,107,105,55,344,2.91,100
4782,CK Ring SPSC,78,114,81,55,328,3.05,100
4783,CK Ring SPSC,80,113,70,56,319,3.13,100
4784,CK Ring SPSC,84,117,90,84,375,2.67,100
4785,CK Ring SPSC,88,117,77,58,340,2.94,100
4786,CK Ring SPSC,93,107,73,51,324,3.09,100
4787,CK Ring SPSC,90,129,66,56,341,2.93,100
4788,CK Ring SPSC,80,114,78,55,327,3.06,100
4789,CK Ring SPSC,81,114,101,51,347,2.88,100
4790,CK Ring SPSC,80,114,95,55,344,2.91,100
4791,CK Ring SPSC,159,113,78,43,393,2.54,100
4792,CK Ring SPSC,132,133,89,57,411,2.43,100
4793,CK Ring SPSC,86,114,76,68,344,2.91,100
4794,CK Ring SPSC,83,127,98,57,365,2.74,100
4795,CK Ring SPSC,64,111,80,39,294,3.40,100
4796,CK Ring SPSC,95,109,74,55,333,3.00,100
4797,CK Ring SPSC,76,117,79,44,316,3.16,100
4798,CK Ring SPSC,59,110,82,43,294,3.40,100
4799,CK Ring SPSC,84,112,67,50,313,3.19,100
4800,CK Ring SPSC,96,113,86,56,351,2.85,100
4801,CK Ring SPSC,79,108,78,55,320,3.12,100
4802,CK Ring SPSC,91,111,107,46,355,2.82,100
4803,CK Ring SPSC,76,108,70,55,309,3.24,100
4804,CK Ring SPSC,100,112,90,50,352,2.84,100
4805,CK Ring SPSC,79,119,93,49,340,2.94,100
4806,CK Ring SPSC,49,123,72,57,301,3.32,100
4807,CK Ring SPSC,85,121,83,46,335,2.99,100
4808,CK Ring SPSC,80,109,73,56,318,3.14,100
4809,CK Ring SPSC,88,112,86,43,329,3.04,100
4810,CK Ring SPSC,78,115,74,54,321,3.12,100
4811,CK Ring SPSC,85,113,73,45,316,3.16,100
4812,CK Ring SPSC,77,108,93,55,333,3.00,100
4813,CK Ring SPSC,77,118,86,49,330,3.03,100
4814,CK Ring SPSC,105,117,70,47,339,2.95,100
4815,CK Ring SPSC,76,106,84,57,323,3.10,100
4816,CK Ring SPSC,119,109,69,56,353,2.83,100
4817,CK Ring SPSC,125,109,85,54,373,2.68,100
4818,CK Ring SPSC,106,111,88,53,358,2.79,100
4819,CK Ring SPSC,76,114,91,54,335,2.99,100
4820,CK Ring SPSC,79,112,73,43,307,3.26,100
4821,CK Ring SPSC,76,107,78,58,319,3.13,100
4822,CK Ring SPSC,82,128,90,57,357,2.80,100
4823,CK Ring SPSC,81,116,70,55,322,3.11,100
4824,CK Ring SPSC,105,110,78,57,350,2.86,100
4825,CK Ring SPSC,106,109,75,55,345,2.90,100
4826,CK Ring SPSC,75,113,84,58,330,3.03,100
4827,CK Ring SPSC,105,126,93,58,382,2.62,100
4828,CK Ring SPSC,91,111,97,57,356,2.81,100
4829,CK Ring SPSC,79,114,92,57,342,2.92,100
4830,CK Ring SPSC,87,116,71,51,325,3.08,100
4831,CK Ring SPSC,80,127,85,58,350,2.86,100
4832,CK Ring SPSC,79,111,79,53,322,3.11,100
4833,CK Ring SPSC,76,114,85,50,325,3.08,100
4834,CK Ring SPSC,80,114,79,52,325,3.08,100
4835,CK Ring SPSC,86,109,102,56,353,2.83,100
4836,CK Ring SPSC,119,122,114,58,413,2.42,100
4837,CK Ring SPSC,103,154,114,51,422,2.37,100
4838,CK Ring SPSC,80,125,110,55,370,2.70,100
4839,CK Ring SPSC,77,114,90,45,326,3.07,100
4840,CK Ring SPSC,78,127,104,42,351,2.85,100
4841,CK Ring SPSC,103,115,91,79,388,2.58,100
4842,CK Ring SPSC,78,114,85,55,332,3.01,100
4843,CK Ring SPSC,82,128,103,55,368,2.72,100
4844,CK Ring SPSC,76,110,78,54,318,3.14,100
4845,CK Ring SPSC,80,123,99,47,349,2.87,100
4846,CK Ring SPSC,74,112,92,43,321,3.12,100
4847,CK Ring SPSC,88,117,101,56,362,2.76,100
4848,CK Ring SPSC,90,116,79,57,342,2.92,100
4849,CK Ring SPSC,88,113,73,55,329,3.04,100
4850,CK Ring SPSC,79,122,72,43,316,3.16,100
4851,CK Ring SPSC,90,113,95,56,354,2.82,100
4852,CK Ring SPSC,83,118,77,52,330,3.03,100
4853,CK Ring SPSC,85,116,75,56,332,3.01,100
4854,CK Ring SPSC,115,109,85,57,366,2.73,100
4855,CK Ring SPSC,105,115,83,54,357,2.80,100
4856,CK Ring SPSC,102,113,74,62,351,2.85,100
4857,CK Ring SPSC,85,115,101,54,355,2.82,100
4858,CK Ring SPSC,77,113,75,50,315,3.17,100
4859,CK Ring SPSC,87,112,86,75,360,2.78,100
4860,CK Ring SPSC,112,118,84,59,373,2.68,100
4861,CK Ring SPSC,70,109,98,53,330,3.03,100
4862,CK Ring SPSC,107,114,79,55,355,2.82,100
4863,CK Ring SPSC,93,121,110,55,379,2.64,100
4864,CK Ring SPSC,80,125,73,57,335,2.99,100
4865,CK Ring SPSC,76,111,80,53,320,3.12,100
4866,CK Ring SPSC,109,118,106,54,387,2.58,100
4867,CK Ring SPSC,79,112,93,56,340,2.94,100
4868,CK Ring SPSC,84,123,96,56,359,2.79,100
4869,CK Ring SPSC,84,112,85,52,333,3.00,100
4870,CK Ring SPSC,73,105,79,50,307,3.26,100
4871,CK Ring SPSC,87,114,84,43,328,3.05,100
4872,CK Ring SPSC,77,107,80,45,309,3.24,100
4873,CK Ring SPSC,84,133,101,54,372,2.69,100
4874,CK Ring SPSC,102,137,87,55,381,2.62,100
4875,CK Ring SPSC,88,112,84,77,361,2.77,100
4876,CK Ring SPSC,69,107,88,58,322,3.11,100
4877,CK Ring SPSC,61,116,95,54,326,3.07,100
4878,CK Ring SPSC,79,109,93,54,335,2.99,100
4879,CK Ring SPSC,114,118,88,50,370,2.70,100
4880,CK Ring SPSC,85,112,70,56,323,3.10,100
4881,CK Ring SPSC,120,116,83,54,373,2.68,100
4882,CK Ring SPSC,90,115,98,53,356,2.81,100
4883,CK Ring SPSC,52,111,88,50,301,3.32,100
4884,CK Ring SPSC,109,106,87,43,345,2.90,100
4885,CK Ring SPSC,81,122,88,53,344,2.91,100
4886,CK Ring SPSC,89,125,94,56,364,2.75,100
4887,CK Ring SPSC,71,109,77,55,312,3.21,100
4888,CK Ring SPSC,81,108,67,54,310,3.23,100
4889,CK Ring SPSC,78,129,81,53,341,2.93,100
4890,CK Ring SPSC,126,122,99,54,401,2.49,100
4891,CK Ring SPSC,81,135,80,45,341,2.93,100
4892,CK Ring SPSC,83,113,99,49,344,2.91,100
4893,CK Ring SPSC,84,123,80,52,339,2.95,100
4894,CK Ring SPSC,77,111,88,54,330,3.03,100
4895,CK Ring SPSC,77,118,81,51,327,3.06,100
4896,CK Ring SPSC,82,113,91,56,342,2.92,100
4897,CK Ring SPSC,97,109,116,44,366,2.73,100
4898,CK Ring SPSC,124,121,94,57,396,2.53,100
4899,CK Ring SPSC,94,108,79,55,336,2.98,100
4900,CK Ring SPSC,75,107,78,51,311,3.22,100
4901,CK Ring SPSC,77,129,73,56,335,2.99,100
4902,CK Ring SPSC,80,116,90,60,346,2.89,100
4903,CK Ring SPSC,82,118,96,56,352,2.84,100
4904,CK Ring SPSC,75,113,88,51,327,3.06,100
4905,CK Ring SPSC,81,116,98,58,353,2.83,100
4906,CK Ring SPSC,77,111,84,43,315,3.17,100
4907,CK Ring SPSC,81,115,98,43,337,2.97,100
4908,CK Ring SPSC,79,114,94,50,337,2.97,100
4909,CK Ring SPSC,102,114,91,51,358,2.79,100
4910,CK Ring SPSC,77,119,97,43,336,2.98,100
4911,CK Ring SPSC,78,112,72,57,319,3.13,100
4912,CK Ring SPSC,98,110,78,81,367,2.72,100
4913,CK Ring SPSC,76,105,86,54,321,3.12,100
4914,CK Ring SPSC,80,116,98,50,344,2.91,100
4915,CK Ring SPSC,84,113,123,52,372,2.69,100
4916,CK Ring SPSC,79,109,82,54,324,3.09,100
4917,CK Ring SPSC,73,113,70,56,312,3.21,100
4918,CK Ring SPSC,84,111,83,59,337,2.97,100
4919,CK Ring SPSC,77,129,97,38,341,2.93,100
4920,CK Ring SPSC,119,115,68,77,379,2.64,100
4921,CK Ring SPSC,108,110,105,55,378,2.65,100
4922,CK Ring SPSC,107,111,112,50,380,2.63,100
4923,CK Ring SPSC,96,108,75,51,330,3.03,100
4924,CK Ring SPSC,82,115,76,43,316,3.16,100
4925,CK Ring SPSC,82,116,98,49,345,2.90,100
4926,CK Ring SPSC,79,109,83,54,325,3.08,100
4927,CK Ring SPSC,82,116,65,58,321,3.12,100
4928,CK Ring SPSC,91,113,88,54,346,2.89,100
4929,CK Ring SPSC,87,113,77,40,317,3.15,100
4930,CK Ring SPSC,83,128,95,55,361,2.77,100
4931,CK Ring SPSC,95,136,89,42,362,2.76,100
4932,CK Ring SPSC,74,112,84,53,323,3.10,100
4933,CK Ring SPSC,75,121,108,54,358,2.79,100
4934,CK Ring SPSC,120,107,69,58,354,2.82,100
4935,CK Ring SPSC,80,114,69,69,332,3.01,100
4936,CK Ring SPSC,122,128,78,56,384,2.60,100
4937,CK Ring SPSC,63,126,76,53,318,3.14,100
4938,CK Ring SPSC,77,122,74,55,328,3.05,100
4939,CK Ring SPSC,85,122,68,61,336,2.98,100
4940,CK Ring SPSC,91,117,86,94,388,2.58,100
4941,CK Ring SPSC,78,113,76,56,323,3.10,100
4942,CK Ring SPSC,76,115,80,47,318,3.14,100
4943,CK Ring SPSC,86,113,90,54,343,2.92,100
4944,CK Ring SPSC,65,115,93,54,327,3.06,100
4945,CK Ring SPSC,93,114,80,49,336,2.98,100
4946,CK Ring SPSC,79,110,86,53,328,3.05,100
4947,CK Ring SPSC,97,112,81,49,339,2.95,100
4948,CK Ring SPSC,88,117,80,56,341,2.93,100
4949,CK Ring SPSC,83,114,91,57,345,2.90,100
4950,CK Ring SPSC,82,141,108,52,383,2.61,100
4951,CK Ring SPSC,123,115,66,73,377,2.65,100
4952,CK Ring SPSC,94,108,76,46,324,3.09,100
4953,CK Ring SPSC,126,115,96,50,387,2.58,100
4954,CK Ring SPSC,163,114,89,56,422,2.37,100
4955,CK Ring SPSC,75,110,94,52,331,3.02,100
4956,CK Ring SPSC,78,113,71,51,313,3.19,100
4957,CK Ring SPSC,76,112,81,62,331,3.02,100
4958,CK Ring SPSC,80,112,78,53,323,3.10,100
4959,CK Ring SPSC,134,110,70,58,372,2.69,100
4960,CK Ring SPSC,76,109,123,46,354,2.82,100
4961,CK Ring SPSC,90,112,85,52,339,2.95,100
4962,CK Ring SPSC,93,108,75,43,319,3.13,100
4963,CK Ring SPSC,77,110,104,51,342,2.92,100
4964,CK Ring SPSC,89,109,79,59,336,2.98,100
4965,CK Ring SPSC,89,114,71,56,330,3.03,100
4966,CK Ring SPSC,82,113,76,56,327,3.06,100
4967,CK Ring SPSC,78,130,83,54,345,2.90,100
4968,CK Ring SPSC,77,114,86,43,320,3.12,100
4969,CK Ring SPSC,119,111,83,55,368,2.72,100
4970,CK Ring SPSC,81,111,91,54,337,2.97,100
4971,CK Ring SPSC,154,110,87,53,404,2.48,100
4972,CK Ring SPSC,75,114,85,53,327,3.06,100
4973,CK Ring SPSC,78,115,93,55,341,2.93,100
4974,CK Ring SPSC,166,110,86,57,419,2.39,100
4975,CK Ring SPSC,76,118,78,46,318,3.14,100
4976,CK Ring SPSC,95,107,79,76,357,2.80,100
4977,CK Ring SPSC,101,109,65,51,326,3.07,100
4978,CK Ring SPSC,78,117,87,57,339,2.95,100
4979,CK Ring SPSC,85,121,88,43,337,2.97,100
4980,CK Ring SPSC,93,110,77,57,337,2.97,100
4981,CK Ring SPSC,97,110,80,56,343,2.92,100
4982,CK Ring SPSC,67,113,68,54,302,3.31,100
4983,CK Ring SPSC,107,116,82,52,357,2.80,100
4984,CK Ring SPSC,79,118,93,56,346,2.89,100
4985,CK Ring SPSC,86,112,81,50,329,3.04,100
4986,CK Ring SPSC,77,116,111,55,359,2.79,100
4987,CK Ring SPSC,85,115,77,74,351,2.85,100
4988,CK Ring SPSC,80,114,87,42,323,3.10,100
4989,CK Ring SPSC,113,108,78,55,354,2.82,100
4990,CK Ring SPSC,78,111,72,54,315,3.17,100
4991,CK Ring SPSC,94,128,74,58,354,2.82,100
4992,CK Ring SPSC,94,111,78,50,333,3.00,100
4993,CK Ring SPSC,78,118,84,58,338,2.96,100
4994,CK Ring SPSC,88,112,80,72,352,2.84,100
4995,CK Ring SPSC,150,129,65,47,391,2.56,100
4996,CK Ring SPSC,82,113,70,54,319,3.13,100
4997,CK Ring SPSC,75,113,81,54,323,3.10,100
4998,CK Ring SPSC,61,110,75,58,304,3.29,100
4999,CK Ring SPSC,89,109,78,46,322,3.11,100
5000,CK Ring SPSC,77,114,106,58,355,2.82,100
5001,CK Stack UPMC,187,143,137,135,602,1.66,100
5002,CK Stack UPMC,126,111,138,123,498,2.01,100
5003,CK Stack UPMC,130,123,143,124,520,1.92,100
5004,CK Stack UPMC,176,117,129,122,544,1.84,100
5005,CK Stack UPMC,176,136,146,143,601,1.66,100
5006,CK Stack UPMC,160,129,121,126,536,1.87,100
5007,CK Stack UPMC,171,127,145,124,567,1.76,100
5008,CK Stack UPMC,130,118,118,123,489,2.04,100
5009,CK Stack UPMC,197,125,143,140,605,1.65,100
5010,CK Stack UPMC,231,126,130,117,604,1.66,100
5011,CK Stack UPMC,133,124,148,120,525,1.90,100
5012,CK Stack UPMC,146,115,129,122,512,1.95,100
5013,CK Stack UPMC,171,119,145,128,563,1.78,100
5014,CK Stack UPMC,155,126,148,124,553,1.81,100
5015,CK Stack UPMC,147,127,143,124,541,1.85,100
5016,CK Stack UPMC,197,112,140,123,572,1.75,100
5017,CK Stack UPMC,182,129,129,188,628,1.59,100
5018,CK Stack UPMC,182,111,127,131,551,1.81,100
5019,CK Stack UPMC,208,125,125,126,584,1.71,100
5020,CK Stack UPMC,118,126,129,125,498,2.01,100
5021,CK Stack UPMC,150,130,145,116,541,1.85,100
5022,CK Stack UPMC,163,130,139,200,632,1.58,100
5023,CK Stack UPMC,189,128,141,141,599,1.67,100
5024,CK Stack UPMC,182,115,138,188,623,1.61,100
5025,CK Stack UPMC,127,147,158,122,554,1.81,100
5026,CK Stack UPMC,125,128,137,119,509,1.96,100
5027,CK Stack UPMC,176,134,139,120,569,1.76,100
5028,CK Stack UPMC,134,113,138,139,524,1.91,100
5029,CK Stack UPMC,162,130,135,116,543,1.84,100
5030,CK Stack UPMC,140,129,145,183,597,1.68,100
5031,CK Stack UPMC,198,151,146,127,622,1.61,100
5032,CK Stack UPMC,159,131,136,123,549,1.82,100
5033,CK Stack UPMC,139,129,146,123,537,1.86,100
5034,CK Stack UPMC,186,125,137,123,571,1.75,100
5035,CK Stack UPMC,235,122,148,123,628,1.59,100
5036,CK Stack UPMC,155,130,142,123,550,1.82,100
5037,CK Stack UPMC,212,131,132,125,600,1.67,100
5038,CK Stack UPMC,195,123,133,205,656,1.52,100
5039,CK Stack UPMC,137,133,146,119,535,1.87,100
5040,CK Stack UPMC,190,128,131,121,570,1.75,100
5041,CK Stack UPMC,98,124,149,119,490,2.04,100
5042,CK Stack UPMC,100,131,145,123,499,2.00,100
5043,CK Stack UPMC,171,123,174,124,592,1.69,100
5044,CK Stack UPMC,186,123,141,117,567,1.76,100
5045,CK Stack UPMC,144,127,171,122,564,1.77,100
5046,CK Stack UPMC,145,127,137,124,533,1.88,100
5047,CK Stack UPMC,179,145,146,124,594,1.68,100
5048,CK Stack UPMC,149,146,191,187,673,1.49,100
5049,CK Stack UPMC,195,126,146,126,593,1.69,100
5050,CK Stack UPMC,172,136,148,117,573,1.75,100
5051,CK Stack UPMC,228,124,152,122,626,1.60,100
5052,CK Stack UPMC,150,114,144,126,534,1.87,100
5053,CK Stack UPMC,142,133,140,144,559,1.79,100
5054,CK Stack UPMC,202,118,136,123,579,1.73,100
5055,CK Stack UPMC,171,137,139,122,569,1.76,100
5056,CK Stack UPMC,156,147,151,123,577,1.73,100
5057,CK Stack UPMC,190,124,149,188,651,1.54,100
5058,CK Stack UPMC,133,129,153,125,540,1.85,100
5059,CK Stack UPMC,185,157,133,125,600,1.67,100
5060,CK Stack UPMC,246,120,132,158,656,1.52,100
5061,CK Stack UPMC,143,129,160,121,553,1.81,100
5062,CK Stack UPMC,153,127,134,126,540,1.85,100
5063,CK Stack UPMC,168,140,142,124,574,1.74,100
5064,CK Stack UPMC,200,127,141,126,594,1.68,100
5065,CK Stack UPMC,189,117,138,123,567,1.76,100
5066,CK Stack UPMC,146,132,159,121,558,1.79,100
5067,CK Stack UPMC,144,131,144,117,536,1.87,100
5068,CK Stack UPMC,198,116,147,118,579,1.73,100
5069,CK Stack UPMC,132,127,139,143,541,1.85,100
5070,CK Stack UPMC,143,135,153,125,556,1.80,100
5071,CK Stack UPMC,133,142,162,128,565,1.77,100
5072,CK Stack UPMC,142,137,145,125,549,1.82,100
5073,CK Stack UPMC,165,121,144,126,556,1.80,100
5074,CK Stack UPMC,153,138,133,126,550,1.82,100
5075,CK Stack UPMC,140,127,146,122,535,1.87,100
5076,CK Stack UPMC,203,133,131,125,592,1.69,100
5077,CK Stack UPMC,190,141,152,121,604,1.66,100
5078,CK Stack UPMC,175,129,142,125,571,1.75,100
5079,CK Stack UPMC,193,120,130,126,569,1.76,100
5080,CK Stack UPMC,230,137,133,124,624,1.60,100
5081,CK Stack UPMC,143,124,156,122,545,1.83,100
5082,CK Stack UPMC,162,133,147,140,582,1.72,100
5083,CK Stack UPMC,150,129,144,125,548,1.82,100
5084,CK Stack UPMC,199,125,131,124,579,1.73,100
5085,CK Stack UPMC,176,127,139,125,567,1.76,100
5086,CK Stack UPMC,198,128,134,124,584,1.71,100
5087,CK Stack UPMC,186,125,155,125,591,1.69,100
5088,CK Stack UPMC,160,129,152,119,560,1.79,100
5089,CK Stack UPMC,164,138,160,126,588,1.70,100
5090,CK Stack UPMC,145,120,126,124,515,1.94,100
5091,CK Stack UPMC,177,127,151,124,579,1.73,100
5092,CK Stack UPMC,222,140,135,128,625,1.60,100
5093,CK Stack UPMC,205,131,144,124,604,1.66,100
5094,CK Stack UPMC,180,115,131,119,545,1.83,100
5095,CK Stack UPMC,156,135,127,123,541,1.85,100
5096,CK Stack UPMC,156,128,139,123,546,1.83,100
5097,CK Stack UPMC,184,138,127,120,569,1.76,100
5098,CK Stack UPMC,157,127,139,123,546,1.83,100
5099,CK Stack UPMC,161,143,166,123,593,1.69,100
5100,CK Stack UPMC,166,120,135,142,563,1.78,100
5101,CK Stack UPMC,180,126,169,127,602,1.66,100
5102,CK Stack UPMC,163,126,143,123,555,1.80,100
5103,CK Stack UPMC,162,128,137,128,555,1.80,100
5104,CK Stack UPMC,138,129,134,124,525,1.90,100
5105,CK Stack UPMC,188,126,140,127,581,1.72,100
5106,CK Stack UPMC,133,137,139,126,535,1.87,100
5107,CK Stack UPMC,153,125,155,125,558,1.79,100
5108,CK Stack UPMC,169,132,153,185,639,1.56,100
5109,CK Stack UPMC,133,132,157,128,550,1.82,100
5110,CK Stack UPMC,174,127,151,124,576,1.74,100
5111,CK Stack UPMC,184,157,147,123,611,1.64,100
5112,CK Stack UPMC,218,128,127,125,598,1.67,100
5113,CK Stack UPMC,131,134,153,122,540,1.85,100
5114,CK Stack UPMC,122,121,146,121,510,1.96,100
5115,CK Stack UPMC,142,129,150,124,545,1.83,100
5116,CK Stack UPMC,167,125,137,141,570,1.75,100
5117,CK Stack UPMC,107,130,141,145,523,1.91,100
5118,CK Stack UPMC,148,127,143,126,544,1.84,100
5119,CK Stack UPMC,147,133,135,121,536,1.87,100
5120,CK Stack UPMC,141,128,130,122,521,1.92,100
5121,CK Stack UPMC,189,145,154,119,607,1.65,100
5122,CK Stack UPMC,103,128,138,123,492,2.03,100
5123,CK Stack UPMC,149,112,129,146,536,1.87,100
5124,CK Stack UPMC,225,140,127,124,616,1.62,100
5125,CK Stack UPMC,161,125,135,123,544,1.84,100
5126,CK Stack UPMC,200,131,156,165,652,1.53,100
5127,CK Stack UPMC,177,137,138,122,574,1.74,100
5128,CK Stack UPMC,166,124,148,123,561,1.78,100
5129,CK Stack UPMC,177,129,135,123,564,1.77,100
5130,CK Stack UPMC,148,126,140,114,528,1.89,100
5131,CK Stack UPMC,164,129,137,125,555,1.80,100
5132,CK Stack UPMC,153,112,141,124,530,1.89,100
5133,CK Stack UPMC,130,129,136,126,521,1.92,100
5134,CK Stack UPMC,184,125,129,125,563,1.78,100
5135,CK Stack UPMC,168,124,146,120,558,1.79,100
5136,CK Stack UPMC,142,148,185,121,596,1.68,100
5137,CK Stack UPMC,129,126,126,145,526,1.90,100
5138,CK Stack UPMC,131,118,142,125,516,1.94,100
5139,CK Stack UPMC,139,139,154,125,557,1.80,100
5140,CK Stack UPMC,150,144,136,122,552,1.81,100
5141,CK Stack UPMC,154,127,157,121,559,1.79,100
5142,CK Stack UPMC,179,124,134,124,561,1.78,100
5143,CK Stack UPMC,147,124,137,124,532,1.88,100
5144,CK Stack UPMC,194,126,139,127,586,1.71,100
5145,CK Stack UPMC,182,123,146,137,588,1.70,100
5146,CK Stack UPMC,196,124,151,124,595,1.68,100
5147,CK Stack UPMC,167,146,139,124,576,1.74,100
5148,CK Stack UPMC,174,126,128,124,552,1.81,100
5149,CK Stack UPMC,181,125,144,173,623,1.61,100
5150,CK Stack UPMC,182,139,120,124,565,1.77,100
5151,CK Stack UPMC,142,120,134,125,521,1.92,100
5152,CK Stack UPMC,217,112,157,124,610,1.64,100
5153,CK Stack UPMC,178,125,153,114,570,1.75,100
5154,CK Stack UPMC,170,130,149,126,575,1.74,100
5155,CK Stack UPMC,149,134,154,123,560,1.79,100
5156,CK Stack UPMC,180,149,134,184,647,1.55,100
5157,CK Stack UPMC,167,129,148,124,568,1.76,100
5158,CK Stack UPMC,196,127,147,207,677,1.48,100
5159,CK Stack UPMC,202,131,121,124,578,1.73,100
5160,CK Stack UPMC,143,132,123,118,516,1.94,100
5161,CK Stack UPMC,193,125,140,120,578,1.73,100
5162,CK Stack UPMC,197,129,154,125,605,1.65,100
5163,CK Stack UPMC,229,126,137,126,618,1.62,100
5164,CK Stack UPMC,191,124,136,136,587,1.70,100
5165,CK Stack UPMC,143,140,150,125,558,1.79,100
5166,CK Stack UPMC,213,143,135,140,631,1.58,100
5167,CK Stack UPMC,153,126,141,122,542,1.85,100
5168,CK Stack UPMC,227,124,146,125,622,1.61,100
5169,CK Stack UPMC,213,130,145,119,607,1.65,100
5170,CK Stack UPMC,139,126,143,122,530,1.89,100
5171,CK Stack UPMC,215,131,132,126,604,1.66,100
5172,CK Stack UPMC,213,132,132,126,603,1.66,100
5173,CK Stack UPMC,124,124,140,121,509,1.96,100
5174,CK Stack UPMC,168,132,137,123,560,1.79,100
5175,CK Stack UPMC,202,125,159,120,606,1.65,100
5176,CK Stack UPMC,183,118,139,131,571,1.75,100
5177,CK Stack UPMC,196,135,144,120,595,1.68,100
5178,CK Stack UPMC,197,122,132,124,575,1.74,100
5179,CK Stack UPMC,151,126,128,138,543,1.84,100
5180,CK Stack UPMC,184,130,126,171,611,1.64,100
5181,CK Stack UPMC,174,124,139,125,562,1.78,100
5182,CK Stack UPMC,179,126,132,123,560,1.79,100
5183,CK Stack UPMC,140,123,153,129,545,1.83,100
5184,CK Stack UPMC,177,126,144,124,571,1.75,100
5185,CK Stack UPMC,173,115,145,125,558,1.79,100
5186,CK Stack UPMC,128,134,152,124,538,1.86,100
5187,CK Stack UPMC,193,128,147,130,598,1.67,100
5188,CK Stack UPMC,145,147,129,175,596,1.68,100
5189,CK Stack UPMC,138,144,137,128,547,1.83,100
5190,CK Stack UPMC,134,132,141,110,517,1.93,100
5191,CK Stack UPMC,176,133,154,123,586,1.71,100
5192,CK Stack UPMC,170,122,132,121,545,1.83,100
5193,CK Stack UPMC,136,128,156,122,542,1.85,100
5194,CK Stack UPMC,196,133,159,128,616,1.62,100
5195,CK Stack UPMC,137,133,156,125,551,1.81,100
5196,CK Stack UPMC,141,132,134,127,534,1.87,100
5197,CK Stack UPMC,174,130,146,122,572,1.75,100
5198,CK Stack UPMC,123,127,160,120,530,1.89,100
5199,CK Stack UPMC,191,160,176,125,652,1.53,100
5200,CK Stack UPMC,188,140,131,124,583,1.72,100
5201,CK Stack UPMC,175,121,147,125,568,1.76,100
5202,CK Stack UPMC,230,125,129,123,607,1.65,100
5203,CK Stack UPMC,177,125,161,124,587,1.70,100
5204,CK Stack UPMC,189,136,129,128,582,1.72,100
5205,CK Stack UPMC,178,125,129,121,553,1.81,100
5206,CK Stack UPMC,122,115,177,140,554,1.81,100
5207,CK Stack UPMC,152,142,145,118,557,1.80,100
5208,CK Stack UPMC,127,142,156,125,550,1.82,100
5209,CK Stack UPMC,149,148,160,126,583,1.72,100
5210,CK Stack UPMC,190,135,162,123,610,1.64,100
5211,CK Stack UPMC,186,130,136,151,603,1.66,100
5212,CK Stack UPMC,146,135,147,130,558,1.79,100
5213,CK Stack UPMC,151,134,157,122,564,1.77,100
